gene,weight
IDS,-0.41488542100140713
PRSS3,-0.0003292169921566609
ZNF200,-0.06321078098626631
CD4,0.12030759622765475
LRRC23,-0.005951134491845214
BTK,0.0004806041722437112
HFE,-0.03792620566932184
SCMH1,-0.001268660039814129
FYN,1.2519451967546367
HIVEP2,0.2619663905554287
FMO1,1.441850150173649e-05
ELOA,0.40293743201934973
LYPLA2,-0.0005845058524934221
CLCN6,-0.038721047881208365
MRC2,0.17596845934840613
TSPAN9,0.0006892930516233138
BTBD7,-0.024600529441336394
MKS1,0.037156540708705554
ABHD5,0.08381897950921802
ANOS1,2.9051611520405075e-06
AKAP8L,-0.05699721265343105
MBTD1,-0.0247756021877808
UTP18,0.4223206905156123
RNF216,0.05565187355643075
TTC19,0.31807193812594836
PTBP1,0.5230125718663279
DPF1,0.0021727470249717617
SYT7,0.005489818438157818
LARS2,0.18475513007424677
PIK3C2A,0.19049575829516768
PLAUR,-0.004891826144057511
ANLN,-0.4638411368107629
WIZ,0.44231689222656323
RABGAP1,-0.2054297209092904
DCN,-4.9394144360908205e-06
QPCTL,0.12361407924619852
PPP5C,0.4380805675773152
CEP68,-0.06992531829302165
MAP4K3,0.0376661053281081
ZBTB32,1.699556698676037
TYROBP,-0.00020804103210415813
LDAF1,-0.030594920266000636
GABRA3,4.1259031231485875e-05
BRCA1,-0.13234235983879117
ERCC1,0.5126519921553883
CD22,0.00010080377883528473
SEMA3B,-0.00036315617141275503
MBTPS2,0.1529276422785294
PRICKLE3,-0.006782577044106203
LTF,-0.00011640398327049704
EXTL3,0.19951873577707635
NR1H4,0.0001959988759062666
ELOVL5,-0.34057398390852023
ALOX5,-0.142567106119991
KDM5D,-0.06419893110061733
CALCOCO1,-0.37160084970971274
UBR7,-0.29233493798026355
MAP4K5,0.5021444837003015
EHD3,0.01595012852742267
PSMC4,0.4753231238326969
MAN2B2,-0.41540096021961215
SLC7A14,1.3182632499488823e-05
CLDN11,5.45926898342647e-05
SLC25A39,0.5622813012599659
MVP,-0.49430341970071123
NUB1,-0.40745003358528076
PGM3,0.011610668307096922
RWDD2A,-0.03213141149198722
CLK1,-0.3146373182661599
POLR3B,0.2820793733062237
ANGEL1,0.18653690563106462
RNF14,-0.0010263739410288908
DNASE1L1,-0.3063995692905939
DDX11,-0.0027324483542207796
HEBP1,-0.02018277839373861
GPRC5A,-0.006930381709389976
MAMLD1,0.3477890037122704
CD6,-0.2448705483475475
TACC3,-0.7315900703531533
UFL1,-0.007294639950447601
POLA2,0.10029938525524995
ZC3H3,-0.11376637138577594
CAPN1,-1.0315765572516953
ACP3,0.000184611384555049
MDH1,-0.029827672045906084
SLC30A9,0.08157511033052456
MTMR11,-0.0019848682302878538
COX15,-0.08688469600513982
CCDC88C,-0.5304513790709067
YAF2,-0.17715457575020854
ZMYND11,0.06070326150961547
WAS,-0.6734197212022666
DPEP1,2.411443223398913e-05
BID,-0.162956225516948
NPC1L1,3.054657420374876e-05
XYLT2,0.4810881749575034
STMN4,-0.00027565590865336384
NUDCD3,0.10653375407699561
ISL1,1.1162410301763078e-05
CHDH,0.015557934572529599
IL20RA,2.621946142247563e-05
CLCA1,-0.0001727992432068129
CLCA4,7.767346919825495e-06
GLT8D1,0.027702519583244045
ATP2C1,0.0025049594886665805
IGF1,0.12249753279211303
SLC38A5,1.1217652968883765
RALBP1,-0.05132189912182983
RUFY3,-0.008895733439368447
CNTN1,-1.3676819746314314e-05
SLC11A1,-7.810617226869517e-05
WWTR1,-0.00019998499805787273
AGPS,0.2161884702443897
STEEP1,0.24176224397794688
ATP1A2,1.1850958889586957e-05
TTC27,0.7072023675904433
ZNF582,-7.388930372019542e-05
VSIG2,-0.005282834377075761
PHLDB1,0.014738500602397269
MARCO,1.2534460752258857e-05
CYP24A1,-0.0011652461109514544
