gene,score,guide_signif,n_downstream,direction,is_hub,known,anchor,highlight
TRMT61A,0.21997416,0.8398171734132803,240.0,anti-tumor(up),False,new,,
DPM2,0.22021069,0.6480320758527445,57.0,anti-tumor(up),False,new,,
STAT6,0.22115138,0.5034141531014225,232.0,anti-tumor(up),False,new,,
FAM20B,0.22354557,0.8211983273445397,188.0,anti-tumor(up),False,new,,
HNRNPD,0.22559875,0.7576099733265534,164.0,anti-tumor(up),False,new,,
FBXO11,0.22680806,0.9627959338887532,112.0,anti-tumor(up),False,new,,
PAK2,0.23000282,0.9588474664287944,97.0,anti-tumor(up),False,new,,
MIGA2,0.23503928,0.5711942328714565,30.0,anti-tumor(up),False,new,,
UBE2E1,0.23790471,0.9300538267394862,26.0,anti-tumor(up),False,new,,
CCND2,0.23904325,0.6881164136365263,1320.0,anti-tumor(up),False,new,,
TSTD2,0.2417818,0.6208320586546825,461.0,anti-tumor(up),False,new,,
MDM4,0.2438598,0.9843608744121588,38.0,anti-tumor(up),False,new,,
LSM14A,0.24628326,0.5828921184447936,21.0,anti-tumor(up),False,new,,
MIDN,0.2547123,0.9978028732154336,58.0,anti-tumor(up),False,new,,
IFNAR1,0.25501812,0.7058540002585071,56.0,anti-tumor(up),False,new,,
PTPN2,0.2552655,0.8634768845774594,101.0,anti-tumor(up),False,brake,,
MAMLD1,0.256073,0.7696690412695399,40.0,anti-tumor(up),False,new,,
GNLY,0.2570134,0.9280018535814644,45.0,anti-tumor(up),False,new,,
CTNNB1,0.25710648,0.9669097898290864,23.0,anti-tumor(up),False,new,,
TARS2,0.2573064,0.566694587770147,1823.0,anti-tumor(up),True,new,,
MGA,0.25841874,0.7447481471823989,130.0,anti-tumor(up),False,new,,
WAC,0.25847346,0.8109565064643539,2475.0,anti-tumor(up),True,new,,
CSNK2A1,0.25874987,0.8124334496580041,138.0,anti-tumor(up),False,new,,
SDHAF4,0.260279,1.0,60.0,anti-tumor(up),False,new,,
ZBTB21,0.2659909,0.9237027977074648,40.0,anti-tumor(up),False,new,,
MTHFD1L,0.26631695,0.5453475930767494,30.0,anti-tumor(up),False,new,,
TWF1,0.27942792,0.9865451723569983,116.0,anti-tumor(up),False,new,,
HSP90AB1,0.28370315,0.936910925756004,29.0,anti-tumor(up),False,new,,
PTEN,0.28762218,0.7985491589654896,1638.0,anti-tumor(up),True,new,,
SMARCD2,0.28857183,1.0,23.0,anti-tumor(up),False,new,,
SMG9,0.2938294,0.7278398006742214,940.0,anti-tumor(up),False,new,,
COA7,0.29943907,0.5761803116510367,199.0,anti-tumor(up),False,new,,
ATF4,0.3001887,0.5293395402215982,1061.0,anti-tumor(up),False,new,,
R3HCC1L,0.30796608,0.6205938480953026,119.0,anti-tumor(up),False,new,,
SLC6A6,0.30982652,0.6396305466261076,24.0,anti-tumor(up),False,new,,
CTDSPL2,0.31012884,0.926884602217312,477.0,anti-tumor(up),False,new,,
PARS2,0.31044078,0.7351024787763478,650.0,anti-tumor(up),False,new,,
STK35,0.31301913,1.0,33.0,anti-tumor(up),False,new,,
RIDA,0.31832302,0.6943833067923998,372.0,anti-tumor(up),False,new,,
CNBP,0.32423115,0.926283887402444,261.0,anti-tumor(up),False,new,,
COX6B1,0.32591182,0.803270854856306,130.0,anti-tumor(up),False,new,,
FANCD2,0.33021715,0.5749220038627545,83.0,anti-tumor(up),False,new,,
UFM1,0.3363441,0.7201495835497743,2278.0,anti-tumor(up),True,new,,
GATA3,0.33781552,0.7814674549497798,1238.0,anti-tumor(up),False,new,,
COX6C,0.34380594,0.762585696813645,1493.0,anti-tumor(up),False,new,,
SS18,0.3443013,0.8276917316601067,24.0,anti-tumor(up),False,new,,
TNPO1,0.3458372,0.6841407927007963,768.0,anti-tumor(up),False,new,,
HDAC8,0.34744072,0.5344568929657316,24.0,anti-tumor(up),False,new,,
CUL4B,0.35074496,1.0,98.0,anti-tumor(up),False,new,,
RTRAF,0.36624616,0.7206254960247045,2286.0,anti-tumor(up),True,new,,
PDIA6,0.3705856,0.8825775710831091,150.0,anti-tumor(up),False,new,,
SEC14L1,0.37497762,0.5815059958520312,645.0,anti-tumor(up),False,new,,
TFG,0.37621608,0.7794499270729109,433.0,anti-tumor(up),False,new,,
MRTFB,0.3775275,0.588603692945775,26.0,anti-tumor(up),False,new,,
DHPS,0.37943232,0.5721631049195919,373.0,anti-tumor(up),False,new,,
PPP1R13L,0.38241255,0.8370418715523731,376.0,anti-tumor(up),False,new,,
EGR2,0.38428965,0.7981256775965018,854.0,anti-tumor(up),False,new,,
PNPT1,0.3902045,0.6334701516448699,1237.0,anti-tumor(up),False,new,,
DCP1A,0.39087397,0.9232737965183364,21.0,anti-tumor(up),False,new,,
MAP4K1,0.39534664,0.629007406819717,93.0,anti-tumor(up),False,new,,
RBPJ,0.40870813,0.9981483303089124,56.0,anti-tumor(up),False,new,,
YEATS2,0.42613518,0.5462694119527325,504.0,anti-tumor(up),False,new,,
ELAVL1,0.4389922,0.826668574655101,2169.0,anti-tumor(up),True,new,,
YTHDF2,0.43902785,0.5769546319877474,1483.0,anti-tumor(up),False,new,,
RBM27,0.4434457,0.6182915372899507,725.0,anti-tumor(up),False,new,,
ADNP2,0.45080566,0.8967233452815963,91.0,anti-tumor(up),False,new,,
MTF2,0.4511091,1.0,28.0,anti-tumor(up),False,new,,
MBTPS1,0.45123675,0.9226325557027636,279.0,anti-tumor(up),False,new,,
PRPF39,0.45406806,0.5767130535911927,325.0,anti-tumor(up),False,new,,
ELP1,0.46586248,0.6225862547998042,827.0,anti-tumor(up),False,new,,
SMS,0.47590706,0.5994832218127923,52.0,anti-tumor(up),False,new,,
KTI12,0.483043,0.7881544603373495,825.0,anti-tumor(up),False,new,,
PAN3,0.48582575,0.9935637214735488,184.0,anti-tumor(up),False,new,,
SNRPB2,0.51112694,0.8921593402203679,153.0,anti-tumor(up),False,new,,
TRIP12,0.5134952,0.8427670916760979,1829.0,anti-tumor(up),True,new,,
MED15,0.5143139,0.8132022242223589,2050.0,anti-tumor(up),True,new,,
PDSS2,0.5148176,0.6777453523447162,2226.0,anti-tumor(up),True,new,,
PUM1,0.52371675,0.9986077467457726,226.0,anti-tumor(up),False,new,,
C2CD5,0.5322217,0.8083412442508281,60.0,anti-tumor(up),False,new,,
SLC4A7,0.5519287,0.5952819144719366,45.0,anti-tumor(up),False,new,,
RSBN1L,0.5539019,1.0,178.0,anti-tumor(up),False,new,,RSBN1L
COX15,0.55585885,0.7204424741180265,97.0,anti-tumor(up),False,new,,
PPIH,0.5928757,0.6585425379606276,876.0,anti-tumor(up),False,new,,
FAM98B,0.6009526,0.9125203860460308,904.0,anti-tumor(up),False,new,,
ELP3,0.61891586,0.7485164205340118,995.0,anti-tumor(up),False,new,,
TRIT1,0.66277486,0.8333115445560579,42.0,anti-tumor(up),False,new,,
CBLB,0.7247188,0.920666011820015,1027.0,anti-tumor(up),False,brake,CBLB,
BHLHE40,0.9673852,0.8058981899388852,1996.0,anti-tumor(up),True,new,,
PDCL,0.9743226,0.8479136027051191,1271.0,anti-tumor(up),False,new,,
