gene,condition,activation_score,ci_lo,ci_hi
RSBN1L,Rest,-0.03661062940955162,-0.05688156560063362,-0.017469720914959908
RSBN1L,Stim8hr,0.28990352153778076,0.26636818051338196,0.3117572069168091
RSBN1L,Stim48hr,0.3065809905529022,0.2817910611629486,0.33171138167381287
MAP3K1,Rest,0.12474749982357025,0.10706648975610733,0.14203062653541565
MAP3K1,Stim8hr,-0.3957730531692505,-0.41809532046318054,-0.3725704252719879
MAP3K1,Stim48hr,-0.08526618778705597,-0.10467211902141571,-0.06412234157323837
