gene,score,guide_signif,guide_all,n_downstream,n_cells_target,n_guides,single_guide,ontarget_signif,distal_offtarget,neighboring_KD,qc_pass,status,hub_flag,k562_concordance,specificity_flag,axis,condition,specificity_call,is_clean,clean_strict
SCPEP1,0.0064608227,,0.1302420227456132,0.0,679.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
CAST,0.006462366,1.0,0.0560652300893589,0.0,286.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
MRPL55,0.0064678267,-1.0,0.1537087643005912,5.0,140.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
IL9R,0.006473718,,0.0804352570543663,1.0,560.0,2.0,False,True,False,True,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
GMPR2,0.006474547,0.9522011396907318,0.1347350679519087,12.0,624.0,2.0,False,True,False,True,False,novel,,0.4216,,polarization,Stim8hr,T-cell-specific(measured),True,True
ARFIP1,0.0064761927,0.9643532913369256,0.1102835161264337,1.0,826.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
DNAH17,0.006482012,0.758960614285963,0.0642006817718961,0.0,288.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ZNF502,0.006488433,0.999721479043419,0.0826047674387784,1.0,424.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
CBLL1,0.0064931335,,,531.0,256.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
HSPE1,0.00649322,,,48.0,53.0,1.0,True,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
TMEM87B,0.0064933924,0.1832894153000094,0.0744750110476304,33.0,238.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
NCOA6,0.006493977,0.4664955024896645,0.147815355123976,27.0,703.0,2.0,False,True,False,False,False,novel,,0.2911,,polarization,Stim8hr,T-cell-specific(measured),True,True
HIGD2A,0.006497765,,0.066160129114585,0.0,460.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
NBEA,0.0065039773,,0.1340006649560979,0.0,661.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PPP1R15B,0.0065048947,0.3223051136436374,0.141946321292203,50.0,173.0,2.0,False,True,False,False,False,novel,,0.3309,,polarization,Stim8hr,T-cell-specific(measured),True,True
RAD51B,0.0065056076,0.8513788949764326,0.0965517947048494,36.0,267.0,2.0,False,True,False,False,True,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SLC30A4,0.006507984,,0.1347921665792776,0.0,283.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
KHDC4,0.006521954,1.0,0.1400500034008258,1.0,819.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
TENM4,0.0065257964,,0.0501567800514874,0.0,543.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
WDR53,0.006527684,0.9749158111013628,0.0819788395226098,2.0,1334.0,2.0,False,True,False,True,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
AMDHD1,0.0065371273,,0.1168520462099393,0.0,608.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
LMNB2,0.0065449043,1.0,0.0777362487324566,1.0,1088.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PDAP1,0.0065508275,,,50.0,337.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
POGLUT2,0.0065993695,0.9999103688418852,0.1554821268013987,1.0,512.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PGAP2,0.0066099158,,,2.0,94.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
STK4,0.0066216495,1.0,0.1575804818515214,1.0,320.0,2.0,False,True,False,False,False,novel,,0.2774,,polarization,Stim8hr,T-cell-specific(measured),True,True
SLC39A3,0.006630606,0.9266678762108986,0.1467645787118845,1.0,391.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
DMTF1,0.0066331895,1.0,0.0562093717522813,4.0,476.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PABIR2,0.0066382205,0.4198921583106151,0.1206158320842835,3.0,867.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
AGPAT5,0.0066384175,,0.204843883485902,0.0,520.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
RRAGB,0.006645521,,,6.0,515.0,1.0,True,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
KLHDC8B,0.0066557606,,0.0727611370506329,0.0,604.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
DYSF,0.006658713,,0.1339565343292476,0.0,879.0,1.0,True,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SLC39A11,0.0066631925,,,0.0,531.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SLC35B4,0.0066716424,-0.2538866260404102,0.0812381901631279,3.0,411.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
AOC2,0.006680476,,0.0261848628175602,0.0,577.0,1.0,True,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
CACFD1,0.006690889,0.1868916586872352,0.0160047635362501,1.0,1582.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
LRP11,0.006701125,,0.0189489483447285,3.0,1584.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
KDM2A,0.0067021754,0.7672531851109138,0.3846766527310384,314.0,664.0,2.0,False,True,False,False,True,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SNX6,0.006702391,,,0.0,614.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
BAZ1B,0.0067035123,-1.0,0.1423055018073803,2.0,607.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
H2BC18,0.006713031,,,0.0,510.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SMAP2,0.006714725,0.6358418445581328,0.1161991781674683,46.0,842.0,2.0,False,True,False,False,True,novel,,0.3686,,polarization,Stim8hr,T-cell-specific(measured),True,True
NAXE,0.0067181885,0.9806102520331784,0.1657415910179712,2.0,1062.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ELAPOR2,0.006730348,,,1.0,81.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
HARBI1,0.0067349905,0.9877549057691222,0.1258561982584145,3.0,443.0,2.0,False,False,False,True,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ACTR1B,0.006741018,0.961897353704648,0.0542790084875106,1.0,336.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
EOLA1,0.0067468793,0.1956093819849985,-0.0076446822188809,51.0,1421.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
UQCC3,0.006756118,-1.0,0.0968540039485108,2.0,513.0,2.0,False,True,False,True,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ZNF576,0.0067671277,0.7704165136502206,-0.0968708873238239,3.0,443.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
NUDT16,0.006768256,0.8837385369414482,0.0438326022384802,27.0,1069.0,2.0,False,True,False,False,True,novel,,,,polarization,Stim8hr,no-K562-data,True,False
CCL20,0.006771005,,0.0736227067757825,2.0,995.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
CRISPLD2,0.0067778877,,0.1185375643941665,0.0,533.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PBDC1,0.0067795487,,-0.0053810117267293,0.0,1006.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
EZH1,0.006783405,,0.0579631587217663,0.0,272.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
TMEM218,0.0067873406,,0.078453221132687,0.0,676.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
TMED3,0.006789592,0.0524894279933814,-0.056307062374123,31.0,523.0,2.0,False,True,False,False,False,novel,,0.3588,,polarization,Stim8hr,T-cell-specific(measured),True,True
MYO15A,0.0067911353,,0.0070697375130172,1.0,417.0,1.0,True,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
WDR90,0.006803235,0.0543257958017868,0.0518909619197711,1.0,664.0,1.0,True,True,True,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
UAP1,0.00681229,1.0,0.01478070243506,3.0,336.0,2.0,False,True,False,False,False,novel,,0.2463,,polarization,Stim8hr,T-cell-specific(measured),True,True
PNPO,0.00681512,0.4925473133752265,0.0850361572827112,12.0,787.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
GIMAP6,0.006826837,,0.0269948334002791,0.0,581.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SLC4A7,0.0068338453,0.5952819144719366,0.0672111285908082,45.0,1477.0,2.0,False,True,False,False,True,novel,,0.2432,,polarization,Stim8hr,T-cell-specific(measured),True,True
PASK,0.0068344697,1.0,0.070792587858904,6.0,220.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
BPIFA2,0.006843206,,,0.0,610.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
LATS1,0.006856587,-1.0,0.119175840012556,0.0,740.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PRDM6,0.006857231,1.0,0.0700624410977422,1.0,1159.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
HS2ST1,0.0068685445,0.9142449282547054,0.0581750876425414,2.0,911.0,2.0,False,True,False,True,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
FLI1,0.0068879044,,,282.0,319.0,2.0,False,True,False,False,False,novel,,0.2837,,polarization,Stim8hr,T-cell-specific(measured),True,True
BTRC,0.0069041373,0.3267486634022998,0.1675751406867963,6.0,299.0,1.0,True,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
CDKN1A,0.0069193575,0.5533511128752489,0.1201158745751142,12.0,410.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
CASS4,0.0069292476,,0.0336569328904851,0.0,1397.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
MIB2,0.006946044,,,37.0,253.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
FEM1A,0.0069468003,,,94.0,383.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
CEMIP2,0.0069482247,1.0,0.0743747935658581,1.0,534.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
HMCES,0.0069557796,,,1.0,234.0,1.0,True,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
FASTKD1,0.0069649653,1.0,0.0850953206691056,0.0,370.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PTOV1,0.006967618,,0.0322723197128806,2.0,569.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
DUSP6,0.006971336,0.9882714879320764,-0.0054613495819838,2.0,426.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ARMC12,0.006976813,,0.0619278469533841,0.0,474.0,1.0,True,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
BCAP31,0.0069788243,0.9317619548002418,0.0975032206316008,1.0,944.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
CRY1,0.0069795954,0.8782654585820426,0.1657780884626082,5.0,912.0,2.0,False,True,False,False,False,novel,,0.3469,,polarization,Stim8hr,T-cell-specific(measured),True,True
MAML1,0.0069855647,,0.125865074676753,0.0,1654.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SCAF11,0.0069925343,,,31.0,195.0,2.0,False,True,False,False,False,novel,,0.2558,,polarization,Stim8hr,T-cell-specific(measured),True,True
PDZD4,0.006993837,,,1.0,405.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
BNIP3L,0.0070101265,0.9778903902524102,0.069938260378299,2.0,906.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ANGPT2,0.007024998,,0.0605835735618791,0.0,1211.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PEX5L,0.007031686,,0.1325287072688025,1.0,584.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
MICOS10,0.0070358515,,,10.0,145.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
RNF13,0.007051007,1.0,-0.0066910210149679,1.0,642.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
TSC22D2,0.00706098,0.3141590730065407,0.0200898366382055,3.0,280.0,2.0,False,True,False,False,False,novel,,0.1625,,polarization,Stim8hr,T-cell-specific(measured),True,True
MCAM,0.007062692,-0.0629805119206782,-0.0133891427605467,8.0,376.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
NDUFB6,0.007069571,0.9341248914149872,0.0955448620654869,2.0,768.0,2.0,False,True,False,False,False,novel,,0.284,,polarization,Stim8hr,T-cell-specific(measured),True,True
SRPK2,0.007071071,,-0.0524664340296572,1.0,580.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
MAPKAP1,0.0070716804,,,15.0,393.0,2.0,False,True,False,False,False,novel,,0.3666,,polarization,Stim8hr,T-cell-specific(measured),True,True
MBD4,0.0070729037,0.1561870796636006,0.0731944122944215,0.0,579.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
C2orf49,0.0070769135,0.0223850067101879,0.1525717033464654,7.0,449.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
EHBP1L1,0.007077063,0.5162138371873134,-0.0231843996523797,8.0,262.0,2.0,False,True,False,False,False,novel,,0.2181,,polarization,Stim8hr,T-cell-specific(measured),True,True
PAWR,0.007078761,,0.0138715973899729,0.0,705.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PARVB,0.0070902887,,,0.0,289.0,1.0,True,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
TDRD3,0.007095087,,0.1556786630212359,22.0,678.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ZFP1,0.0071009505,1.0,0.044724005268573,1.0,834.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
HOXC12,0.0071034245,,,0.0,293.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
KMT5C,0.007106803,,0.0980465975226235,0.0,484.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SLC43A1,0.0071081817,1.0,0.1204512672701721,0.0,377.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
KATNA1,0.0071100355,0.3374920795937883,0.0527373863774488,6.0,497.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
DUX4,0.0071120877,,0.0152902398291262,0.0,540.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
CDCP1,0.007121157,1.0,0.047298891775661,2.0,784.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
STX2,0.007124905,0.7982756689266491,-0.0417937571750464,1.0,781.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SH3BGRL3,0.0071264487,,0.0702510147062051,0.0,470.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PEX11G,0.007133704,,0.0243994341520718,0.0,1059.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
TRIQK,0.0071391677,,0.0373201465722038,2.0,267.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
CDKL5,0.007140093,0.4170285045211979,0.0338191853213858,5.0,918.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
TMCO4,0.0071450262,,,1.0,1549.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SLC25A32,0.0071463543,,,1.0,315.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ZNF24,0.0071561155,,,0.0,246.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ZNF322,0.0071639926,0.942439220654512,0.0617494617054003,2.0,761.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
AMER1,0.007164196,,0.0310038844154898,1.0,371.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
NR4A1,0.0071658245,0.1846290751702476,-0.0054012936985923,2.0,423.0,2.0,False,False,True,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ZNF860,0.007166029,,,0.0,564.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
RPS18,0.007166495,,,0.0,217.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
NDST1,0.007170546,,0.085085638286077,1.0,1848.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
P2RX7,0.0071800724,,0.1451049541613081,0.0,557.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
BTG2,0.0071817706,1.0,0.1447465038159045,1.0,543.0,2.0,False,True,False,False,False,novel,,0.198,,polarization,Stim8hr,T-cell-specific(measured),True,True
RPLP2,0.0071860496,,,26.0,33.0,1.0,True,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
DCP1B,0.0072149886,1.0,0.051813247701689,1.0,895.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
C19orf47,0.0072150533,0.4813281703909682,-0.0239015075888624,4.0,1025.0,2.0,False,True,False,True,False,novel,,0.1516,,polarization,Stim8hr,T-cell-specific(measured),True,True
DENND2B,0.007216019,-1.0,-0.0030662621158723,0.0,351.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
NDUFV3,0.007225301,1.0,0.0218552042383365,1.0,1711.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PPAT,0.007244115,0.1555833052085775,0.1526067008644909,124.0,107.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
NEIL3,0.007247563,1.0,0.1395107659675314,1.0,506.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
NPIPA7,0.007252416,,,26.0,260.0,1.0,True,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
YARS1,0.0072633764,,,15.0,222.0,1.0,True,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ZNF286B,0.007266101,0.6297326916516991,0.0013087975294481,13.0,495.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
POLR3G,0.007271665,0.8099360727612994,0.0147322742263653,3.0,705.0,2.0,False,True,False,True,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
QSOX2,0.007275425,0.3093923410180573,0.0668700037526334,2.0,1041.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
NPRL2,0.0072791507,0.1365780251603627,0.1570482877408212,4.0,431.0,2.0,False,True,False,True,False,novel,,0.1692,,polarization,Stim8hr,T-cell-specific(measured),True,True
ZNF362,0.0072799763,0.7570509920213072,0.1158685691074293,1.0,368.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ZNF343,0.007286279,0.5739133605818871,-0.0197091742211129,3.0,475.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SCYL2,0.007286288,,0.0497597084292121,0.0,452.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ZNF415,0.007287512,-0.7169617658090051,0.0838370966456486,0.0,1318.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ZNF354B,0.007301936,0.7521801733469344,0.0448128253030803,1.0,323.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
COL18A1,0.0073073255,0.9985051056347386,0.0662918770806946,0.0,796.0,1.0,True,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SLC35A4,0.0073130154,0.9731901572231934,0.1192411899547267,3.0,1553.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
MYCBP2,0.007315228,,,1.0,500.0,1.0,True,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
KCNQ5,0.0073259175,,0.0295017006670116,0.0,567.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
H2BC14,0.0073318738,,0.1170767649740291,0.0,259.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PPIF,0.0073326016,0.1348154779073513,0.0293661059121353,28.0,350.0,2.0,False,True,False,False,False,novel,,0.2701,,polarization,Stim8hr,T-cell-specific(measured),True,True
CASK,0.007338353,0.0534168240687961,0.0450797741642322,16.0,493.0,2.0,False,True,True,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PNMT,0.0073402524,,0.0577820084155788,0.0,390.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
AGR3,0.0073564863,,0.1704263192701871,2.0,601.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
EVA1C,0.0073599797,,0.0180198790592001,0.0,1017.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
CH25H,0.007370915,,0.0639755103720664,3.0,605.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SLC25A34,0.007381267,,0.1169043141201857,0.0,777.0,1.0,True,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ORMDL2,0.007384955,,0.0326512947807744,0.0,392.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
LRIG2,0.007396245,0.3912290091982408,-0.0440727301614722,1.0,426.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SPATA13,0.0073993606,,,1.0,693.0,1.0,True,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
CEP104,0.0074231382,-0.3807436672050633,0.0519898960490976,3.0,404.0,2.0,False,True,False,True,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PSMC5,0.007434115,,,56.0,57.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
TC2N,0.007434237,1.0,0.1691329738538173,1.0,452.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ATP6V1E1,0.0074365046,,,5.0,145.0,1.0,True,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ARHGAP19,0.00744322,1.0,-0.0207624545116278,1.0,766.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
CCM2,0.007457444,1.0,0.0163719016278628,1.0,647.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ADK,0.0074582673,,0.006121218969053,0.0,861.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
BORCS6,0.007458919,,,1.0,185.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ZNF586,0.0074844197,0.5791664219135916,0.0635220315470042,12.0,484.0,2.0,False,True,False,False,False,novel,,0.482,,polarization,Stim8hr,T-cell-specific(measured),True,True
MAP3K3,0.007491834,,0.0459714707678191,0.0,698.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
TEC,0.007497542,,-0.0582426329272609,0.0,989.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
HPGDS,0.007499831,,0.0702014402160265,0.0,789.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PJVK,0.007503435,,0.0819862197308908,1.0,580.0,2.0,False,False,False,True,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
CFL2,0.0075123417,0.7190857352616374,0.1328329864953691,5.0,745.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SERPINE3,0.0075133783,,-0.0097575909250289,2.0,994.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
OPA1,0.0075198435,0.1516167660575746,0.0149753054340715,13.0,201.0,2.0,False,True,False,False,False,novel,,0.3831,,polarization,Stim8hr,T-cell-specific(measured),True,True
FAM153A,0.007521948,1.0,0.1106497397135861,2.0,971.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
RBMS3,0.0075277234,,0.0403146884246126,0.0,438.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ZNF555,0.007530936,1.0,0.0808505764196983,3.0,579.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SPARCL1,0.007543398,,0.02800981001623,0.0,750.0,1.0,True,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
TEX30,0.0075439517,1.0,0.051839113631183,2.0,833.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PSME3IP1,0.007545221,1.0,0.014061662870699,1.0,522.0,2.0,False,True,False,True,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
MXD1,0.007552156,,,0.0,606.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
TBL1XR1,0.0075573376,0.0303509172971444,0.2682955626867569,124.0,589.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
FOXD4,0.0075740805,-0.3391312931307745,0.0566404153110201,6.0,1288.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
CLIC1,0.0075759757,,,2.0,523.0,1.0,True,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
XKR8,0.007584333,0.6955685878873206,0.058477015460681,2.0,516.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
