gene,score,guide_signif,guide_all,n_downstream,n_cells_target,n_guides,single_guide,ontarget_signif,distal_offtarget,neighboring_KD,qc_pass,status,hub_flag,k562_concordance,specificity_flag,axis,condition,specificity_call,is_clean,clean_strict
AGTPBP1,-0.12015631,0.542689706120827,0.0980660617673818,7.0,1193.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
FBXO32,-0.11634836,0.300672604595212,0.0491263348706029,747.0,1478.0,1.0,True,True,False,False,False,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
ICOS,-0.11103461,,,210.0,658.0,2.0,False,True,False,False,False,authors-known,,,,polarization,Stim8hr,no-K562-data,True,False
ZNF607,-0.10935064,-0.4722207828155672,0.0335164310050407,51.0,705.0,2.0,False,False,False,False,False,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
CDKAL1,-0.107575394,0.5560851013729862,0.0351958918708699,11.0,911.0,2.0,False,True,True,False,False,authors-nominated,,0.3091,,polarization,Stim8hr,T-cell-specific(measured),True,True
RARA,-0.1073097,0.7512679311699242,0.1100690243835112,20.0,405.0,2.0,False,True,False,False,True,authors-known,,0.3069,,polarization,Stim8hr,T-cell-specific(measured),True,True
PCNX3,-0.10013155,0.4028390302604794,0.0917394798510909,65.0,480.0,2.0,False,True,False,False,False,authors-nominated,,0.2595,,polarization,Stim8hr,T-cell-specific(measured),True,True
HPS1,-0.09949219,-0.607869267109058,-0.0401285764307924,302.0,2666.0,1.0,True,True,False,False,False,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
MAMLD1,-0.098632574,0.7696690412695399,0.08602420135497,40.0,1035.0,2.0,False,True,False,False,True,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
MSC,-0.098023504,-0.9157677064855776,-0.0063908888162433,0.0,1024.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
TPRG1,-0.09733525,,0.0691261077670045,1.0,986.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
EPHA4,-0.09578562,,0.0768317917879508,4.0,2000.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
GORASP2,-0.0943421,,,43.0,591.0,2.0,False,True,False,False,False,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
ATF7IP2,-0.093563765,-0.166566742965634,-0.033415195931445,2730.0,2412.0,2.0,False,True,False,False,False,authors-nominated,hub/broad-effect,0.5522,cell-line-shared/generic,polarization,Stim8hr,cell-line-shared/generic,False,False
AQP5,-0.09318389,-1.0,-0.0309937808541419,2.0,1002.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
LAT2,-0.09072961,0.3559486006092611,0.0214699443408035,253.0,3893.0,2.0,False,True,False,False,False,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
ITGB7,-0.09040376,,0.119239863383163,2.0,992.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PPRC1,-0.0900457,0.7509732952477951,0.0597447942932855,39.0,311.0,2.0,False,True,False,False,True,novel,,0.5061,cell-line-shared/generic,polarization,Stim8hr,cell-line-shared/generic,False,False
MTA2,-0.08920008,0.7104019827887414,0.486054001465332,1728.0,205.0,2.0,False,True,False,False,True,authors-known,hub/broad-effect,0.6354,cell-line-shared/generic,polarization,Stim8hr,cell-line-shared/generic,False,False
AKR1C3,-0.088984296,,0.1118434263316117,0.0,1091.0,2.0,False,False,False,False,False,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
TNFRSF9,-0.08769727,0.7870724657154734,0.1495834268534611,24.0,556.0,2.0,False,True,False,False,True,novel,,,,polarization,Stim8hr,no-K562-data,True,False
DCAF5,-0.08700558,0.434399912176137,0.0689588990273119,66.0,752.0,2.0,False,True,False,False,False,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
HELLS,-0.08377598,0.945372100677472,0.0567554928639193,2.0,866.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ENPP4,-0.08226673,,0.1077789982518419,2.0,425.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SERPINE1,-0.0822633,-1.0,-0.0467172931281223,2.0,1047.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
FGD2,-0.082238644,0.6950905922012064,0.0631771298465349,1.0,692.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
N4BP2L2,-0.08138179,1.0,0.0545113526746657,1.0,845.0,2.0,False,True,False,False,False,novel,,0.1444,,polarization,Stim8hr,T-cell-specific(measured),True,True
APPBP2,-0.08086681,0.5545168594740972,0.0832278846463089,23.0,541.0,2.0,False,True,False,False,True,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
VIM,-0.08001574,0.0221702042161687,-0.0079558904271017,37.0,4299.0,2.0,False,True,False,False,False,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
CLCC1,-0.07975209,0.7977929372410631,0.1111182040103022,679.0,1040.0,2.0,False,True,False,False,True,authors-nominated,,0.4769,,polarization,Stim8hr,T-cell-specific(measured),True,True
PARP9,-0.07953211,0.4691504793657297,0.0190988883050928,16.0,299.0,2.0,False,True,False,True,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
KPNA1,-0.07807026,-0.1966129113144158,-0.123297812974509,962.0,1303.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PRRT3,-0.07660003,0.7399096239088863,0.0472323613150217,14.0,413.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
HMX1,-0.076581806,1.0,0.0540410870261389,2.0,439.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
MYO18A,-0.07615404,,,71.0,1093.0,,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ATG4C,-0.07543998,1.0,0.0976249968427866,1.0,351.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
BCL11B,-0.07540567,,,1385.0,209.0,1.0,True,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SCD5,-0.075355835,-0.3705792090628691,0.0611939312459291,25.0,666.0,1.0,True,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
RRP1B,-0.074374706,,0.0245849687923957,0.0,713.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
USP22,-0.074197985,0.6562887412559082,0.301813418117819,2380.0,1371.0,2.0,False,True,False,False,True,authors-nominated,hub/broad-effect,0.5198,cell-line-shared/generic,polarization,Stim8hr,cell-line-shared/generic,False,False
ADAM9,-0.0741916,0.9655325018985744,0.206628161675825,10.0,333.0,2.0,False,True,False,True,False,authors-nominated,,0.2979,,polarization,Stim8hr,T-cell-specific(measured),True,True
FHOD1,-0.07384488,0.763164527085646,0.1360829820092082,1.0,513.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
DYNLL2,-0.07373262,,,27.0,228.0,1.0,True,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
DHX34,-0.07370419,0.7148396301284414,0.0022458423278422,7.0,807.0,2.0,False,True,False,False,False,authors-nominated,,0.2385,,polarization,Stim8hr,T-cell-specific(measured),True,True
LIN37,-0.07312007,-0.1231637483889184,0.0495734897018592,258.0,410.0,2.0,False,True,False,False,False,novel,,0.5363,cell-line-shared/generic,polarization,Stim8hr,cell-line-shared/generic,False,False
ZNF470,-0.073007114,-0.987948074392198,0.1032707405911168,24.0,520.0,2.0,False,True,False,False,False,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
SEMA6A,-0.07225503,-0.5243586655989878,0.0444866909127307,18.0,807.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
KLHL6,-0.07205039,,0.0165683228255388,0.0,1335.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PARP8,-0.071908996,0.3911715176322713,0.0596248705678392,19.0,714.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
EPS15L1,-0.07177255,,,38.0,176.0,1.0,True,True,False,False,False,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
SGK3,-0.07150406,,,1.0,200.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
APBA2,-0.07112909,,0.056654897896839,1.0,848.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ANKMY1,-0.07088978,,0.0227276882319977,1.0,524.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
KIFBP,-0.070490815,1.0,0.071042002382082,4.0,323.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
STAT6,-0.07032454,0.5034141531014225,0.1057176524369526,232.0,612.0,2.0,False,True,False,False,True,authors-known,,,,polarization,Stim8hr,no-K562-data,True,False
CELF1,-0.07013895,,0.0705459378340588,3.0,1812.0,2.0,False,True,False,False,False,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
GDI2,-0.07007829,,0.0114068511011246,0.0,534.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
DPP4,-0.069951616,,0.1594485460185457,0.0,984.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
UBL3,-0.069167055,1.0,0.1522020989442614,7.0,583.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PLXNA3,-0.0690115,0.8344432725840794,0.03667120520159,0.0,948.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ZNF410,-0.06874089,-0.0901611089121194,-0.0604150895974503,21.0,1112.0,2.0,False,True,False,False,False,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
ENTPD1,-0.06857088,0.0589901931017217,0.0315056756051815,13.0,942.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
NUDT22,-0.06853763,0.0319895413929158,0.0577757321413173,8.0,403.0,2.0,False,True,False,True,False,novel,,0.4973,cell-line-shared/generic,polarization,Stim8hr,cell-line-shared/generic,False,False
COMMD1,-0.06817477,0.5086840248618999,-0.0152807039943121,11.0,452.0,2.0,False,True,False,False,False,authors-nominated,,0.2816,,polarization,Stim8hr,T-cell-specific(measured),True,True
CD33,-0.06805931,,,1.0,603.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PODXL2,-0.067922704,1.0,0.1011661164608189,4.0,713.0,2.0,False,True,False,False,False,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
CEP126,-0.06786611,,0.0449540228594017,1.0,675.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
METAP1,-0.06762777,,0.0588976677998167,26.0,1238.0,2.0,False,False,False,False,False,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
BPNT1,-0.067177944,,,1.0,501.0,2.0,False,True,False,True,False,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
AFMID,-0.06717432,0.0234527952036382,0.1656513413515832,3.0,394.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SCO2,-0.06714563,0.4190386220388828,0.0718038947104047,368.0,732.0,2.0,False,True,False,True,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PFN2,-0.06706244,,0.1632965598575768,2.0,416.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
TJAP1,-0.06677761,,,0.0,319.0,1.0,True,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
EBAG9,-0.066752024,0.0484852917449394,-0.0353708602089868,4.0,491.0,1.0,True,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PPP1CA,-0.0665428,,,0.0,445.0,1.0,True,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
URM1,-0.0664806,0.8210950928049318,0.2288133114583278,437.0,297.0,2.0,False,True,False,False,True,novel,,0.2764,,polarization,Stim8hr,T-cell-specific(measured),True,True
CHD4,-0.066194415,0.6850557361471133,0.3526520723916355,1516.0,246.0,2.0,False,True,False,False,True,authors-known,,0.4724,,polarization,Stim8hr,T-cell-specific(measured),True,True
TBC1D10A,-0.06594335,1.0,0.0450686170302452,5.0,570.0,2.0,False,True,False,False,False,authors-nominated,,0.306,,polarization,Stim8hr,T-cell-specific(measured),True,True
C3orf18,-0.0659396,,0.0637745609264982,1.0,430.0,2.0,False,False,False,False,False,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
PPP2R3C,-0.06564647,0.9807538583010074,0.1350636607331281,1.0,641.0,2.0,False,True,False,True,False,novel,,0.1451,,polarization,Stim8hr,T-cell-specific(measured),True,True
SLC25A28,-0.06554663,0.999987761326354,0.1311869617652505,19.0,342.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
MFSD11,-0.065485135,1.0,0.0581200053413309,5.0,1339.0,2.0,False,True,False,False,False,authors-nominated,,0.3175,,polarization,Stim8hr,T-cell-specific(measured),True,True
NOL4L,-0.065347634,-0.2544130368870336,0.1448500599740282,5.0,1699.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ADPRM,-0.06512272,0.9654500489825024,0.083452517337637,4.0,918.0,2.0,False,True,False,True,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ZNF714,-0.06507688,0.5233959143028802,0.0358811555786188,6.0,560.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PLA2G7,-0.06503663,,,0.0,545.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
UBLCP1,-0.065025315,0.952951255865815,0.1155418612145317,0.0,830.0,2.0,False,True,False,False,False,novel,,0.2573,,polarization,Stim8hr,T-cell-specific(measured),True,True
USP33,-0.06495588,,0.1150749505886324,1.0,544.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
WNT16,-0.06481883,,0.1561385625656963,0.0,403.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
VTI1A,-0.06474155,1.0,0.0652889783903501,1.0,791.0,2.0,False,True,False,True,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
KIFAP3,-0.06448892,0.023429616778607,0.0323491643369955,1346.0,777.0,2.0,False,True,True,False,False,authors-nominated,,0.5578,cell-line-shared/generic,polarization,Stim8hr,cell-line-shared/generic,False,False
ZNF232,-0.06445365,1.0,0.1343647692429723,1.0,699.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SEPTIN2,-0.064451545,0.4323308810064471,0.1169807074975633,3.0,601.0,2.0,False,True,False,True,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
MTERF2,-0.06440038,1.0,0.0959416023214587,20.0,968.0,2.0,False,True,False,False,True,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
DCAF6,-0.06425648,,,32.0,399.0,1.0,True,True,False,True,False,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
ZNF267,-0.06422523,,0.0663949193045132,0.0,713.0,1.0,True,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SMARCA1,-0.06422331,1.0,0.0730429025960461,2.0,542.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
DNAJB6,-0.06414303,0.8919789530098147,0.0909702774449017,0.0,978.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
IKBKB,-0.063994035,0.3243879960161466,0.1580412085473658,4.0,652.0,2.0,False,True,False,False,False,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
THUMPD2,-0.0639523,1.0,0.1379187936591583,2.0,1207.0,2.0,False,True,False,False,False,novel,,0.3579,,polarization,Stim8hr,T-cell-specific(measured),True,True
ZFP14,-0.06394531,-0.5347611384946155,0.0665086567256157,9.0,812.0,2.0,False,True,False,False,False,authors-nominated,,0.206,,polarization,Stim8hr,T-cell-specific(measured),True,True
RCC2,-0.06378184,1.0,0.1281511300420244,2.0,587.0,2.0,False,True,False,False,False,novel,,0.4061,,polarization,Stim8hr,T-cell-specific(measured),True,True
SAMD9L,-0.06377817,,0.0854864390371938,1.0,1305.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ECSIT,-0.06376051,0.5638209078234894,0.0397294716421024,25.0,567.0,2.0,False,True,True,False,False,novel,,0.3923,,polarization,Stim8hr,T-cell-specific(measured),True,True
BATF3,-0.06375978,0.9987002068951548,0.0498627427874855,2.0,1017.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
BCKDHB,-0.06375582,,,9.0,993.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
NFIB,-0.063652,,0.0510726178537809,1.0,942.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SNX24,-0.06344816,-0.8505586275710569,0.0462881341988373,0.0,894.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
GIMAP2,-0.06318282,1.0,0.0590440026663304,1.0,369.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
CDV3,-0.063122764,0.0188328607193435,0.049361104229072,3.0,479.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SEMA3E,-0.06299183,,0.1560067691795122,1.0,869.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ACP5,-0.062971,,0.0613616921675827,0.0,435.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
TBC1D15,-0.062880084,0.4169414434595978,0.0234874050602873,5.0,842.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PRR15L,-0.06281293,1.0,0.1034441221126378,0.0,511.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ARL2BP,-0.06278736,0.984670788113075,0.1328047738653525,0.0,259.0,2.0,False,True,False,False,False,novel,,0.3492,,polarization,Stim8hr,T-cell-specific(measured),True,True
FXYD5,-0.06260905,,0.1957517429002856,0.0,1362.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
POLD4,-0.062357474,0.2477338396047167,0.0730670713373948,3.0,736.0,2.0,False,True,False,False,False,novel,,0.2329,,polarization,Stim8hr,T-cell-specific(measured),True,True
ZNF160,-0.06231721,0.6912077527375133,0.0387896743320499,6.0,1157.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
NBPF9,-0.06215063,,0.0945860413303872,1.0,906.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
GATAD2B,-0.06214435,0.0771517765946632,-0.0259826362077907,44.0,260.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
C2CD5,-0.06202379,0.8083412442508281,0.0396822295699679,60.0,809.0,2.0,False,True,False,False,True,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
BSPRY,-0.06202261,,,1.0,443.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
CMTM2,-0.06187146,,0.0576439373880153,0.0,1880.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
OVCA2,-0.061858382,0.6759827060605625,0.1080252490514685,9.0,589.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
EVC,-0.06176376,,,1.0,280.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
HOXA7,-0.061736744,,0.0432497965438103,0.0,841.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SGPP1,-0.061652407,0.6365752705976211,0.0585660461593594,4.0,676.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
BCL2L14,-0.061637077,0.3279601385851436,0.0327393546953262,8.0,296.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
RELCH,-0.06146978,0.8295753521314132,-0.0227391424451606,8.0,482.0,2.0,False,True,False,True,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
POU3F1,-0.06143206,0.6099819847621879,-0.0040143759350762,23.0,809.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
RABGEF1,-0.061376147,0.7644450974978112,0.1326526709476814,12.0,308.0,2.0,False,True,False,False,False,novel,,0.3222,,polarization,Stim8hr,T-cell-specific(measured),True,True
MYG1,-0.061055645,-0.257567733279281,0.0282108774104091,17.0,880.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
AKAP10,-0.060798366,,,55.0,306.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
HDHD3,-0.06061153,0.0377286872940603,0.0316833582892907,117.0,867.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ATP5MC3,-0.06055093,0.8875260332777865,0.07470004256475,6.0,1259.0,2.0,False,True,False,False,False,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
DPF1,-0.06048846,0.1084890829959971,0.0497459533457686,99.0,370.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
CREG1,-0.060488176,1.0,0.0265830227481957,1.0,397.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
BAHD1,-0.060387056,0.8732325018502739,0.2811844765696264,95.0,388.0,2.0,False,True,False,False,True,novel,,0.3188,,polarization,Stim8hr,T-cell-specific(measured),True,True
IRF2BP2,-0.060338154,-0.9734998471608908,0.0300446227529813,25.0,710.0,1.0,True,True,False,False,False,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
WDR77,-0.06016494,,,1.0,212.0,1.0,True,True,False,True,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
RCE1,-0.060140826,,,5.0,477.0,1.0,True,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
PAFAH2,-0.060120612,,0.0653515761769659,1.0,408.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ZNF667,-0.060063258,,,0.0,436.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ESR1,-0.05996872,-0.7373809576900842,0.1041744315541458,7.0,513.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
UHRF1,-0.059806272,,,411.0,223.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
EIF2AK4,-0.059605412,0.0611513504946917,0.013345372158355,38.0,381.0,2.0,False,True,False,False,False,authors-nominated,,0.3926,,polarization,Stim8hr,T-cell-specific(measured),True,True
NDRG3,-0.059519593,0.2194006521355199,0.0726080316638245,1.0,269.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
MAP1LC3B,-0.059449214,-0.2356119463447424,0.0219896527472631,16.0,590.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ZHX1-C8orf76,-0.05934897,,,5.0,236.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ZKSCAN7,-0.059251014,,0.1081683685216296,0.0,663.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
JADE2,-0.059134055,1.0,0.1711212821872556,38.0,548.0,2.0,False,True,False,False,True,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ADAM12,-0.05903872,,-0.1066735417285558,0.0,1258.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
TMEM263,-0.058967106,1.0,0.1144002653407762,12.0,801.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
RALB,-0.058916572,,0.0801711290912753,1.0,1040.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
FEZF1,-0.0586602,,0.0299914982830961,0.0,843.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
CDKN1B,-0.05851026,-0.6217358652342024,0.1437286869912374,2.0,511.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SLCO4A1,-0.05840211,,,1.0,160.0,1.0,True,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
RAB5IF,-0.05838813,,,8.0,384.0,2.0,False,True,False,False,False,novel,,0.2819,,polarization,Stim8hr,T-cell-specific(measured),True,True
SCRT1,-0.05825217,,0.1603391129466543,0.0,424.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
ZBTB38,-0.058241326,,,0.0,415.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
STEEP1,-0.058234315,0.4809473254012226,-0.051740963537397,6.0,318.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
INTS6,-0.05819561,0.99416068509789,0.0939076004879498,43.0,514.0,2.0,False,True,False,False,True,novel,,0.3738,,polarization,Stim8hr,T-cell-specific(measured),True,True
NUDCD1,-0.058001146,0.8227499766647558,0.2047771742682922,1218.0,650.0,2.0,False,True,False,True,False,authors-nominated,,0.6557,cell-line-shared/generic,polarization,Stim8hr,cell-line-shared/generic,False,False
TTC14,-0.057991307,0.4091898284082755,0.0945439541577022,32.0,321.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
CSAD,-0.057973307,0.6328152149598758,0.1214294030048962,19.0,664.0,2.0,False,False,False,True,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
RBM3,-0.057970207,,,0.0,171.0,1.0,True,True,False,False,False,novel,,0.3955,,polarization,Stim8hr,T-cell-specific(measured),True,True
ZFYVE1,-0.057964917,,0.0345378277729379,3.0,246.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SEC31A,-0.057883695,,,10.0,477.0,2.0,False,True,False,False,False,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
ZNF649,-0.05754243,,,280.0,691.0,2.0,False,True,False,False,False,authors-nominated,,,,polarization,Stim8hr,no-K562-data,True,False
ADGRB2,-0.05753453,,-0.0156682376280196,1.0,245.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SPINK1,-0.057522893,,0.0547940376407998,0.0,710.0,2.0,False,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
LCORL,-0.05750408,0.8165221781733627,0.0235927544974933,6.0,994.0,2.0,False,True,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
APBB2,-0.05741238,,,1.0,323.0,1.0,True,False,False,False,False,novel,,,,polarization,Stim8hr,no-K562-data,True,False
SNAP23,-0.057377286,,0.1323749677406886,35.0,330.0,2.0,False,True,False,False,False,authors-nominated,,0.3666,,polarization,Stim8hr,T-cell-specific(measured),True,True
