gene,score,guide_signif,guide_all,n_downstream,n_cells_target,n_guides,single_guide,ontarget_signif,distal_offtarget,neighboring_KD,qc_pass,status,hub_flag,k562_concordance,specificity_flag,axis,condition,specificity_call,is_clean,clean_strict
PTGFRN,-0.1211266,0.9497965557476188,0.0769147545386779,3.0,691.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
OPRM1,-0.12111809,0.608258729549118,0.1179683903537564,48.0,381.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
FOXD4L5,-0.12111283,1.0,0.0804117053942741,2.0,678.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
NOS1,-0.12110011,,,5.0,235.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ADCY7,-0.121096306,,0.072933547705951,1.0,1068.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ASXL2,-0.121023394,0.580446210265238,0.1284594062185926,28.0,830.0,1.0,True,False,False,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
PEAK3,-0.12098556,-0.3889036062166029,0.1023379983932088,4.0,1400.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
EIF2D,-0.12095622,,,0.0,390.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
GGCX,-0.12094399,,0.0440563071998907,0.0,634.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
TNFAIP8L2,-0.120889574,0.8284280283852847,0.0034013149842178,4.0,928.0,2.0,False,True,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
TDRKH,-0.12086745,,0.1493229675088576,1.0,537.0,2.0,False,True,False,False,False,novel,,0.3134,,activation,Stim8hr,T-cell-specific(measured),True,True
BAZ1A,-0.12083472,,,3.0,321.0,1.0,True,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ONECUT3,-0.120813414,,0.02681290400692,0.0,276.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CD99L2,-0.12080062,,,49.0,404.0,1.0,True,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
TIGAR,-0.12079325,,0.0801207483104526,1.0,340.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZFYVE21,-0.12077025,0.6288227076163513,0.0949379264645646,52.0,169.0,2.0,False,True,False,False,True,novel,,,,activation,Stim8hr,no-K562-data,True,False
ATP23,-0.12069097,,,66.0,1098.0,2.0,False,True,False,False,False,novel,,0.5046,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
STARD5,-0.120683864,0.9644207485933568,0.1343630021031755,2.0,1636.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
LZTS1,-0.12057834,,,331.0,1275.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
NCAM1,-0.12056902,,0.0617616219570403,8.0,394.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
DDX31,-0.12049754,0.8927838549068388,0.1677438023011393,38.0,371.0,2.0,False,True,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
RRAS2,-0.120450206,0.479679522919571,-0.0289897289538996,0.0,497.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
HYCC1,-0.12041244,0.9495829965417844,0.0596088933017825,0.0,729.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
BCL9,-0.12040026,,0.0939293809545016,9.0,2360.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MRPL15,-0.12038771,0.1046532916397152,0.0354292877939745,9.0,315.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PODXL2,-0.120378315,1.0,0.1011661164608189,4.0,713.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
IL9,-0.12035471,,0.0790458696586573,0.0,375.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
DYRK4,-0.120332725,,0.0046606967245141,0.0,539.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
C2orf49,-0.12031734,0.0223850067101879,0.1525717033464654,7.0,449.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ITPKB,-0.12024618,,,10.0,521.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
RNF216,-0.120212466,,0.0217882746314945,6.0,594.0,2.0,False,True,False,False,False,novel,,0.2937,,activation,Stim8hr,T-cell-specific(measured),True,True
NPC2,-0.1201825,0.5955615831660009,0.2106785450224375,439.0,355.0,2.0,False,True,False,True,False,novel,,0.4775,,activation,Stim8hr,T-cell-specific(measured),True,True
BBS10,-0.120180905,0.3519794412038401,0.0978331541650141,78.0,1411.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PLEKHH2,-0.120163925,-0.4473135868326294,0.0718065382116842,35.0,179.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
TBC1D5,-0.12015328,1.0,0.0933714441099537,0.0,811.0,2.0,False,True,False,False,False,novel,,0.3226,,activation,Stim8hr,T-cell-specific(measured),True,True
ANKRD9,-0.120145075,-0.5324829329379432,0.0186481862413872,8.0,594.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ADAMTS1,-0.1200812,,,2.0,212.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
KLF11,-0.12007366,0.7030970308134347,0.1141221714350917,1.0,570.0,2.0,False,True,False,False,False,novel,,0.3873,,activation,Stim8hr,T-cell-specific(measured),True,True
TTC9,-0.11993804,0.681869652939639,0.0170487863589287,9.0,525.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
H2AC6,-0.119936764,,,0.0,473.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CALML5,-0.11991226,,,6.0,912.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
TTLL12,-0.11986743,0.9884670180805109,0.0573564280480118,3.0,652.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ASB14,-0.11982495,,,0.0,217.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MAPK12,-0.11981188,-1.0,0.0579075276269413,1.0,859.0,2.0,False,True,False,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
SLC19A1,-0.1197522,,,0.0,919.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
SFXN4,-0.11975043,0.2822182391830978,0.0979606354028999,6.0,926.0,2.0,False,True,False,False,False,novel,,0.2559,,activation,Stim8hr,T-cell-specific(measured),True,True
CCDC32,-0.119675234,0.9712933472466436,0.0965537350511,6.0,1022.0,2.0,False,True,False,False,False,novel,,0.2988,,activation,Stim8hr,T-cell-specific(measured),True,True
ARHGAP11A,-0.11966133,0.4332846810106698,-0.0357675485968803,9.0,774.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PPP1R3E,-0.11964033,0.2221304167598637,0.0778262483744369,2.0,384.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
NUDT1,-0.11963833,-0.2845302898623035,0.1048138134975266,4.0,441.0,2.0,False,True,False,False,False,novel,,0.2162,,activation,Stim8hr,T-cell-specific(measured),True,True
ZNF513,-0.11958722,,0.0288373054963167,1.0,757.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
TLX2,-0.11957832,,-0.0148092522291214,0.0,799.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
SFRP1,-0.11954509,0.5093544564748556,0.1564502379403802,3.0,706.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CA1,-0.11948925,,0.0523536623745113,0.0,1420.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
WDR20,-0.11948489,1.0,0.2206021756552032,0.0,719.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZNF391,-0.119463526,,-0.0315036014826905,1.0,226.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
LSM12,-0.119368605,0.874781015247571,0.2057063213677876,344.0,510.0,2.0,False,True,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PRRX2,-0.119345,,,0.0,264.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
RFX3,-0.11933248,,,0.0,319.0,1.0,True,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CRLF3,-0.11931031,0.1787168229501302,0.0417338938058467,8.0,494.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MPLKIP,-0.11929992,0.6961149732411261,0.1917618593453011,16.0,801.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
WARS1,-0.119237594,0.7981238199352463,0.124245381333799,159.0,456.0,2.0,False,True,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
SBF2,-0.119029075,,0.061062293810771,1.0,428.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
TRAT1,-0.11902574,,0.0804113356567893,2.0,349.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
LCORL,-0.11895446,0.8165221781733627,0.0235927544974933,6.0,994.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
FAM78B,-0.11890199,,,2.0,311.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
SLC4A10,-0.11887872,,0.0600874303941865,1.0,266.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CD33,-0.118777454,,,1.0,603.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
HYLS1,-0.11877681,-0.2578100038953281,0.0471826577316771,31.0,209.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
NR1D1,-0.11862692,,0.1712676084662289,0.0,661.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MAMDC4,-0.11859977,1.0,0.0861952577292516,2.0,682.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
AGK,-0.118578665,0.809905269389962,-0.043468587061365,9.0,314.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
FAS,-0.118564576,1.0,-0.0075619515284599,8.0,696.0,2.0,False,True,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CLSTN3,-0.11852568,1.0,0.1637883459969048,2.0,757.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
AKAP10,-0.11843325,,,55.0,306.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
LPIN1,-0.11839004,,,5.0,337.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZNF700,-0.11837998,,,1.0,157.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
IGSF8,-0.11837752,,0.0989708385610804,0.0,485.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
STK25,-0.11821361,0.336525126202131,0.0520192552967696,32.0,809.0,2.0,False,True,False,False,False,novel,,0.2503,,activation,Stim8hr,T-cell-specific(measured),True,True
C7orf50,-0.1181673,,0.0258702012027883,1.0,356.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
NFKBIA,-0.11814425,-0.009738086835154,0.1496413411827857,5.0,461.0,2.0,False,True,False,False,False,novel,,0.412,,activation,Stim8hr,T-cell-specific(measured),True,True
SEC23A,-0.118135996,0.5029181456945839,0.1697447007810725,8.0,368.0,2.0,False,True,False,False,False,novel,,0.2637,,activation,Stim8hr,T-cell-specific(measured),True,True
CCNB1IP1,-0.11806764,0.4939924660090542,0.1106580076280919,14.0,187.0,2.0,False,True,False,False,False,novel,,0.3529,,activation,Stim8hr,T-cell-specific(measured),True,True
QKI,-0.11796759,0.8713023365466259,0.1368060142595667,2.0,580.0,2.0,False,True,False,False,False,novel,,0.1377,,activation,Stim8hr,T-cell-specific(measured),True,True
ZNG1B,-0.11789073,,0.1064585556227358,1.0,579.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CDV3,-0.11784436,0.0188328607193435,0.049361104229072,3.0,479.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CD72,-0.117820494,,0.1311134412139427,0.0,784.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ARL16,-0.117801666,0.1426651233063643,0.0492617981703696,7.0,364.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
DCUN1D3,-0.11774036,0.7920927162794149,0.0160681524984665,1.0,654.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CYB5R1,-0.117707975,0.5406665750824624,0.1684461381955352,3.0,1111.0,2.0,False,True,False,False,False,novel,,0.3055,,activation,Stim8hr,T-cell-specific(measured),True,True
MDM1,-0.117657416,,0.0170275854621433,0.0,663.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZNF689,-0.1175235,,0.0453626015080579,0.0,544.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
DEAF1,-0.1175048,,,23.0,661.0,1.0,True,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
IMPACT,-0.11736417,1.0,0.0316115938313584,0.0,482.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
GFOD2,-0.11733768,1.0,0.2065085823940367,2.0,846.0,2.0,False,True,False,False,False,novel,,0.2014,,activation,Stim8hr,T-cell-specific(measured),True,True
HCFC1R1,-0.11729305,0.2427553386297114,0.0750831554009188,2.0,683.0,2.0,False,True,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
EFCAB7,-0.117276184,1.0,0.0760835221754675,2.0,525.0,2.0,False,True,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
WDR82,-0.11726797,0.7545985720050191,0.4219217540092097,1791.0,394.0,2.0,False,True,False,False,True,authors-nominated,hub/broad-effect,0.4204,,activation,Stim8hr,T-cell-specific(measured),False,False
LRRC27,-0.11726752,0.5041532679442038,0.092152022583186,6.0,391.0,2.0,False,False,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ARPC4-TTLL3,-0.11718084,0.9040028493258444,0.2118598607390095,645.0,1295.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZBTB38,-0.11706923,,,0.0,415.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CMC1,-0.11706651,,0.1274124779529055,0.0,1312.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
FOXD4,-0.117043644,-0.3391312931307745,0.0566404153110201,6.0,1288.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MMP17,-0.117036164,,0.0206903978595212,0.0,570.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
GIT2,-0.11703595,0.0063332122443288,0.0583316662978128,10.0,574.0,2.0,False,True,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
AP2B1,-0.11701799,-0.0368185296398592,-0.0524147136282985,8.0,350.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PDCL3,-0.117010094,,,3.0,150.0,1.0,True,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MRPL1,-0.11700578,1.0,0.0710950787206114,0.0,577.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MYT1L,-0.116994776,,0.0582444445824279,12.0,1375.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CMTM7,-0.11695748,,,46.0,476.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ITGB7,-0.11690069,,0.119239863383163,2.0,992.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PRKCD,-0.11689057,,0.0267531669213527,1.0,653.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
FEZF2,-0.11687572,,,0.0,377.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
DHX30,-0.11680969,1.0,0.1991243639198437,25.0,467.0,2.0,False,True,False,False,True,novel,,0.2801,,activation,Stim8hr,T-cell-specific(measured),True,True
JPT2,-0.11675915,,0.0830499468315459,1.0,491.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ADA2,-0.11657505,,,1.0,287.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PDZD4,-0.11656551,,,1.0,405.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZNF888,-0.11647069,-0.7414374867681586,-0.0205829484900978,2.0,972.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
TMEM223,-0.11642883,0.4732524981794243,0.0692040610679098,9.0,1014.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
NRP2,-0.11639915,1.0,0.080485700175013,0.0,926.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
FANCB,-0.116393305,0.3803097882198772,0.1788314289517213,572.0,421.0,2.0,False,True,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CCDC91,-0.116363056,0.5013759382819407,0.1123337774768937,5.0,798.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZIC3,-0.11635455,,0.0835710195685544,2.0,975.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
GIMAP2,-0.11632813,1.0,0.0590440026663304,1.0,369.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
XPO7,-0.11628051,1.0,0.1059342453332184,2.0,801.0,2.0,False,True,False,False,False,novel,,0.1809,,activation,Stim8hr,T-cell-specific(measured),True,True
CA10,-0.116279,-0.1411483068175608,0.0596608756706485,11.0,737.0,2.0,False,False,True,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
SCRIB,-0.116228804,0.9793856377487796,0.0342646312059381,6.0,473.0,2.0,False,True,False,True,False,novel,,0.2053,,activation,Stim8hr,T-cell-specific(measured),True,True
CDKN2C,-0.11620618,,0.0540331659361433,1.0,644.0,2.0,False,True,False,False,False,novel,,0.243,,activation,Stim8hr,T-cell-specific(measured),True,True
NR3C1,-0.11602853,-0.3248151431788044,0.0830708052471022,0.0,686.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MAST4,-0.115938045,-0.861032474340248,0.0694828025603065,5.0,856.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
SNCA,-0.1158825,-1.0,0.0513379765762205,2.0,680.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
HOMER3,-0.11587269,-0.6032877698276395,0.0273488532559768,5.0,273.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
NARS2,-0.11575286,0.5092899097981457,0.0405724784814523,31.0,457.0,2.0,False,True,False,False,True,novel,,0.5257,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
MID2,-0.115609206,,0.1140370492350747,0.0,735.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CHCHD10,-0.11557638,,0.1227427905580904,0.0,404.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
AFG2A,-0.115573354,,,5.0,89.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
DOCK3,-0.115566075,,,2.0,471.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
TMEM255A,-0.11553665,,0.1647651906860646,0.0,873.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
E2F6,-0.11553337,,,7.0,251.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PDLIM1,-0.115343116,1.0,-0.0109238224029338,1.0,1884.0,2.0,False,False,False,False,False,novel,,0.1353,,activation,Stim8hr,T-cell-specific(measured),True,True
CERKL,-0.11534031,,,0.0,316.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
KMT5B,-0.11528513,0.7574765661152869,0.1511363545827561,781.0,654.0,2.0,False,True,False,False,True,novel,,,,activation,Stim8hr,no-K562-data,True,False
APOD,-0.11527302,,0.1123948987562838,2.0,375.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ARNT,-0.11523734,0.8588807318983691,0.4825975039561785,2642.0,844.0,2.0,False,True,False,False,True,novel,hub/broad-effect,0.6674,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
NR1I3,-0.11520701,0.9256031156313576,0.0516927249713713,1.0,691.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
IL4,-0.11518925,1.0,0.033402531643559,10.0,772.0,2.0,False,False,False,False,False,authors-known,,,,activation,Stim8hr,no-K562-data,True,False
SEPTIN10,-0.115115725,1.0,0.0325062974604105,0.0,392.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
TMED2,-0.115089215,0.736928105361782,0.2507089586833209,158.0,416.0,2.0,False,True,False,False,True,novel,,0.5225,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
TMEM44,-0.11505639,,0.0492781906486363,4.0,543.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
TRIM61,-0.11502159,,0.0224084039171421,0.0,558.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
NKG7,-0.115011,0.6557687853773824,0.1805163819175524,4.0,504.0,2.0,False,True,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PPP2R3C,-0.11501031,0.9807538583010074,0.1350636607331281,1.0,641.0,2.0,False,True,False,True,False,novel,,0.1451,,activation,Stim8hr,T-cell-specific(measured),True,True
RFWD3,-0.11500599,,,32.0,134.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
RDH14,-0.11495767,0.962920236906849,0.1001526215524582,2.0,842.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
SLC3A1,-0.11491748,,0.0107664898278214,0.0,500.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
UBE2E3,-0.114891656,,0.1450888218459211,0.0,645.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PIGU,-0.114842534,0.7545476739668148,0.0348545605615229,1.0,704.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
GLIS2,-0.11479993,,0.0117782571632868,1.0,719.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
H3C14,-0.11473665,,,0.0,124.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
POU4F2,-0.114700444,,0.1368026210669008,0.0,1145.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
KIDINS220,-0.114673555,,,159.0,94.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PHKA1,-0.11465203,,0.0663469723074733,0.0,263.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
FOXN2,-0.114615455,0.7331559450138306,0.1054749791355631,300.0,1048.0,2.0,False,True,False,False,True,novel,,0.7112,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
MAP1A,-0.114584014,,,3.0,557.0,2.0,False,False,False,False,False,novel,,0.4059,,activation,Stim8hr,T-cell-specific(measured),True,True
TAS2R5,-0.1145029,,0.0995512349439414,0.0,632.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
UBA2,-0.1144608,,,267.0,77.0,1.0,True,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
EXPH5,-0.114350334,,0.138926046913724,1.0,646.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
SYCP2,-0.11430423,-0.4262010032054004,0.0534534386957331,2.0,399.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
EEF1AKMT1,-0.114282385,0.8961697387784568,0.0497021314482878,0.0,393.0,2.0,False,True,False,False,False,novel,,0.2556,,activation,Stim8hr,T-cell-specific(measured),True,True
SP140L,-0.11427061,0.9962051045695496,0.0937935414843747,2.0,467.0,2.0,False,True,False,False,False,novel,,0.1895,,activation,Stim8hr,T-cell-specific(measured),True,True
TMEM191B,-0.11423896,,-0.0104213736626813,0.0,838.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ADH5,-0.11421468,,0.0203954519571289,1.0,659.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
IGSF6,-0.11418024,,-0.0025508250655709,0.0,388.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CD320,-0.11407822,,0.0571661675056279,0.0,797.0,2.0,False,True,False,False,False,novel,,0.1736,,activation,Stim8hr,T-cell-specific(measured),True,True
ACTR5,-0.114006564,0.8060433462641932,0.3080788038262833,584.0,1218.0,2.0,False,True,False,False,True,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
MRGBP,-0.11398088,0.0192848637434094,-0.0258269321881943,28.0,264.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
SPATS2L,-0.11393473,,0.0432208027379903,1.0,825.0,1.0,True,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CRLF2,-0.11384273,,0.0046569584001579,0.0,1387.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
RPS6KA4,-0.113822624,,0.0987233964776977,1.0,779.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
LYST,-0.11379342,0.7332800684058014,-0.0257762067716697,2.0,2018.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
RHBDD3,-0.11362886,0.5135503428049768,0.0870195442684663,309.0,449.0,2.0,False,True,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MEFV,-0.11360785,-0.0300701943550091,0.0604823726191545,7.0,842.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
