gene,score,guide_signif,guide_all,n_downstream,n_cells_target,n_guides,single_guide,ontarget_signif,distal_offtarget,neighboring_KD,qc_pass,status,hub_flag,k562_concordance,specificity_flag,axis,condition,specificity_call,is_clean,clean_strict
CD3G,-0.7990608,0.8329330507815833,0.7144900727155363,4965.0,230.0,2.0,False,True,False,True,False,authors-nominated,hub/broad-effect,,,activation,Stim8hr,no-K562-data,False,False
LCP2,-0.78742754,,,4981.0,153.0,2.0,False,True,True,False,False,authors-nominated,hub/broad-effect,0.5188,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
CD3E,-0.77810687,,,5710.0,234.0,1.0,True,True,False,False,False,authors-nominated,hub/broad-effect,,,activation,Stim8hr,no-K562-data,False,False
CD3D,-0.7762823,,,4983.0,185.0,2.0,False,True,False,True,False,authors-nominated,hub/broad-effect,0.2482,,activation,Stim8hr,T-cell-specific(measured),False,False
CD247,-0.7628869,0.7143167383001537,0.5174657217889786,4329.0,412.0,2.0,False,True,False,False,True,authors-nominated,hub/broad-effect,,,activation,Stim8hr,no-K562-data,False,False
PLCG1,-0.7541357,0.8230757543316886,0.6814276352353379,5032.0,421.0,2.0,False,True,False,False,True,authors-nominated,hub/broad-effect,0.3507,,activation,Stim8hr,T-cell-specific(measured),False,False
LAT,-0.75345707,,,5535.0,469.0,2.0,False,True,False,False,False,authors-nominated,hub/broad-effect,,,activation,Stim8hr,no-K562-data,False,False
ZAP70,-0.7392453,,,5021.0,144.0,2.0,False,True,False,False,False,authors-nominated,hub/broad-effect,,,activation,Stim8hr,no-K562-data,False,False
SLC3A2,-0.73626846,0.1442855987514985,0.1037610338616854,2491.0,1296.0,2.0,False,True,True,False,False,authors-nominated,hub/broad-effect,0.5621,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
LRBA,-0.7327572,-0.1052284884728443,-0.0103540717229838,2992.0,376.0,2.0,False,True,True,False,False,authors-nominated,hub/broad-effect,0.1986,,activation,Stim8hr,T-cell-specific(measured),False,False
ZBED3,-0.73254883,-0.2512741373766505,-0.1014354536620687,4150.0,417.0,2.0,False,False,True,False,False,authors-nominated,hub/broad-effect,,,activation,Stim8hr,no-K562-data,False,False
BCAT2,-0.7207182,0.0627726464953891,0.0920607524029889,3677.0,198.0,2.0,False,True,True,False,False,authors-nominated,hub/broad-effect,,,activation,Stim8hr,no-K562-data,False,False
VAV1,-0.7161571,,,4897.0,504.0,2.0,False,True,False,False,False,authors-nominated,hub/broad-effect,0.5813,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
FITM2,-0.68795997,-0.2157028268790426,-0.1222893629876779,2606.0,457.0,2.0,False,True,True,False,False,authors-nominated,hub/broad-effect,,,activation,Stim8hr,no-K562-data,False,False
CALCOCO2,-0.68214,0.0872873721347481,0.058032199809151,2351.0,488.0,2.0,False,True,True,False,False,authors-nominated,hub/broad-effect,0.3201,,activation,Stim8hr,T-cell-specific(measured),False,False
FZD6,-0.6722608,,,1394.0,75.0,2.0,False,True,False,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
MBD5,-0.6564944,0.1466558245156952,0.0735030567531385,2254.0,308.0,3.0,False,False,False,True,False,authors-nominated,hub/broad-effect,,,activation,Stim8hr,no-K562-data,False,False
PGGT1B,-0.64211243,0.6260189845226534,0.4761895209286016,3013.0,102.0,2.0,False,True,False,False,True,authors-nominated,hub/broad-effect,0.6063,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
PLAT,-0.639926,0.1192406838037471,-0.0088130446106874,1311.0,411.0,1.0,True,False,True,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
ITK,-0.6374101,0.5935361125655716,0.3778307835880259,3392.0,517.0,2.0,False,True,False,False,True,authors-nominated,hub/broad-effect,,,activation,Stim8hr,no-K562-data,False,False
TMX1,-0.62039566,0.7637926364197034,0.3692525420718843,2346.0,544.0,2.0,False,True,False,False,True,novel,hub/broad-effect,0.5291,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
PLEK2,-0.6189002,-0.1409622942979164,0.0290385216911246,905.0,580.0,2.0,False,False,True,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
LCK,-0.618207,,,2413.0,116.0,2.0,False,True,False,False,False,authors-nominated,hub/broad-effect,,,activation,Stim8hr,no-K562-data,False,False
CARMIL2,-0.6112276,-0.130113429215419,-0.0165183530062172,2544.0,512.0,1.0,True,True,False,False,False,authors-nominated,hub/broad-effect,,,activation,Stim8hr,no-K562-data,False,False
UBE2E2,-0.6071358,-0.2450018692462277,-0.0916805349252766,1523.0,353.0,2.0,False,True,True,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
MTA3,-0.6029318,-0.0225453423990402,0.0527461195403441,1052.0,358.0,2.0,False,True,True,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
APPL2,-0.6025484,0.1319131797526079,0.1218431066489399,459.0,769.0,2.0,False,True,True,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
GPRASP1,-0.5818002,-0.0417176971455014,0.1364126228271923,865.0,289.0,2.0,False,False,False,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
HELT,-0.56259465,0.2694732503964614,0.098007265343058,2141.0,943.0,2.0,False,False,True,False,False,authors-nominated,hub/broad-effect,,,activation,Stim8hr,no-K562-data,False,False
ARHGAP27,-0.5616184,-0.0520715089475436,0.0570687067697449,933.0,234.0,2.0,False,True,True,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
PTPRC,-0.53613955,,,2254.0,355.0,2.0,False,True,False,False,False,novel,hub/broad-effect,,,activation,Stim8hr,no-K562-data,False,False
SRP14,-0.5323601,,,545.0,247.0,2.0,False,False,False,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
SKIC2,-0.53060967,,,986.0,76.0,1.0,True,False,True,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
XRRA1,-0.5296389,0.7834596801112652,0.3503082105003796,2123.0,466.0,2.0,False,True,False,True,False,authors-nominated,hub/broad-effect,0.4461,,activation,Stim8hr,T-cell-specific(measured),False,False
NDFIP2,-0.5247524,0.2161612191159591,0.1459927856744388,834.0,473.0,2.0,False,True,False,False,False,novel,,0.37,,activation,Stim8hr,T-cell-specific(measured),True,True
CD28,-0.5225527,0.8682036693211379,0.2380370640229424,1505.0,675.0,2.0,False,True,False,False,True,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
AIRIM,-0.5126119,,,292.0,367.0,1.0,True,False,True,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
HACD4,-0.50933444,0.1710283638557989,0.0713403357118754,546.0,694.0,2.0,False,True,True,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MALT1,-0.49629098,0.6545619592346947,0.1899775546647518,1639.0,391.0,2.0,False,True,False,False,True,novel,hub/broad-effect,,,activation,Stim8hr,no-K562-data,False,False
ZNF790,-0.49561653,-0.0740121237945172,0.0477173029854612,276.0,580.0,2.0,False,True,True,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
KIF16B,-0.48989055,0.1764163137394998,0.0638177218577919,400.0,469.0,2.0,False,True,False,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
UBL7,-0.48604292,,,295.0,853.0,2.0,False,True,False,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
BCL10,-0.4675179,,,3455.0,687.0,1.0,True,True,False,False,False,novel,hub/broad-effect,,,activation,Stim8hr,no-K562-data,False,False
HLA-DOA,-0.467096,,0.0530139758530885,240.0,807.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
NATD1,-0.4608051,0.3108405365362102,0.08505369998711,829.0,895.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
EIF1AX,-0.45567465,,,2576.0,535.0,2.0,False,True,False,False,False,novel,hub/broad-effect,,,activation,Stim8hr,no-K562-data,False,False
EFR3A,-0.45549566,,,2029.0,69.0,2.0,False,True,False,False,False,authors-nominated,hub/broad-effect,,,activation,Stim8hr,no-K562-data,False,False
RNF19B,-0.44649997,0.1042991230865717,0.0418776888168479,451.0,757.0,2.0,False,True,True,False,False,novel,,0.4528,,activation,Stim8hr,T-cell-specific(measured),True,True
NCAPG2,-0.44179913,,,1696.0,421.0,2.0,False,True,False,False,False,novel,hub/broad-effect,0.6134,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
RWDD2B,-0.44007623,-0.0130589836376828,0.0033276008250195,719.0,569.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
TENT2,-0.43838736,0.1914072538462482,0.0948988134620546,1357.0,984.0,2.0,False,True,False,False,False,authors-nominated,,0.4503,,activation,Stim8hr,T-cell-specific(measured),True,True
ARID4B,-0.43682504,0.1687820027596614,0.0367296323921606,241.0,272.0,2.0,False,True,False,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
CCDC138,-0.43519616,-0.3740199427892501,-0.0343665315424101,961.0,888.0,2.0,False,True,True,False,False,novel,,0.1893,,activation,Stim8hr,T-cell-specific(measured),True,True
MTMR3,-0.43507427,,,1099.0,453.0,1.0,True,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
SLC7A6,-0.43445694,,,261.0,246.0,1.0,True,True,True,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
PLIN4,-0.42829457,0.2730620790699454,0.0606066452721188,171.0,398.0,2.0,False,False,False,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
SNAP29,-0.42624545,,,406.0,166.0,1.0,True,True,False,True,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
PRDX4,-0.41905838,,,27.0,976.0,1.0,True,True,False,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
CAMSAP1,-0.41783392,0.1908619380720809,0.1325313439397734,862.0,154.0,2.0,False,True,False,False,False,novel,,0.4663,,activation,Stim8hr,T-cell-specific(measured),True,True
ATF7IP2,-0.41631657,-0.166566742965634,-0.033415195931445,2730.0,2412.0,2.0,False,True,False,False,False,novel,hub/broad-effect,0.5522,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
DTX4,-0.41113913,-0.2598692504569523,-0.0204175800454213,187.0,727.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
RBM33,-0.40966797,0.0237724882439714,0.1037023571331484,814.0,296.0,2.0,False,True,True,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
KCTD21,-0.40822786,0.2584319648329094,0.1412873717438717,426.0,554.0,2.0,False,True,False,True,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
TAF6L,-0.40466785,0.8352365239846078,0.5819354179211115,4638.0,806.0,2.0,False,True,False,False,True,novel,hub/broad-effect,0.6407,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
TRIM21,-0.40405387,,,47.0,231.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
GALK2,-0.40264454,0.8795890535190959,0.0281900615262091,130.0,1164.0,2.0,False,True,False,True,False,novel,,0.2833,,activation,Stim8hr,T-cell-specific(measured),True,True
THAP12,-0.401977,,,1326.0,1156.0,2.0,False,True,False,True,False,authors-nominated,,0.5072,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
TTF1,-0.39921018,,,192.0,93.0,1.0,True,False,False,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
TADA2B,-0.39729756,0.8649162589495124,0.656844936065472,5919.0,1489.0,2.0,False,True,False,True,False,novel,hub/broad-effect,0.5245,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
PARP14,-0.3961122,-0.2603607099906889,-0.0591117315751959,1328.0,1815.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MAP3K1,-0.39577395,0.671569198573053,0.1113399808767652,89.0,670.0,2.0,False,True,False,False,True,novel,,,,activation,Stim8hr,no-K562-data,True,False
LRIG1,-0.3948126,0.0215217373134731,-0.0527453498482176,138.0,403.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
WAS,-0.39380965,0.6318559718892,0.1275728851082861,494.0,522.0,2.0,False,True,False,False,True,novel,,0.3791,,activation,Stim8hr,T-cell-specific(measured),True,True
SHOC2,-0.39311838,0.6363320479367343,0.1918497138024312,807.0,587.0,2.0,False,True,False,True,False,novel,,0.2877,,activation,Stim8hr,T-cell-specific(measured),True,True
WAPL,-0.39287806,,,875.0,68.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ATL1,-0.39189985,0.1677226439545189,0.0486037485104885,180.0,647.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
DDX60L,-0.3906822,0.4964078563672895,0.0617430827387371,196.0,675.0,2.0,False,True,True,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
DOLPP1,-0.38957167,0.8550001070738288,0.337035095660788,2717.0,2042.0,2.0,False,True,False,False,True,novel,hub/broad-effect,,,activation,Stim8hr,no-K562-data,False,False
DAD1,-0.3857678,,,423.0,49.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PDLIM5,-0.38045552,,,3.0,434.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CLCC1,-0.3797033,0.7977929372410631,0.1111182040103022,679.0,1040.0,2.0,False,True,False,False,True,novel,,0.4769,,activation,Stim8hr,T-cell-specific(measured),True,True
CD274,-0.37448624,0.3336294250189666,0.0869571415502893,166.0,1490.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
RAB9A,-0.37412837,0.8996487715298125,0.0591153144341189,18.0,954.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PRAM1,-0.37381506,-0.4235169204735991,-0.0034827943244753,212.0,525.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
FAM204A,-0.37250668,,,139.0,152.0,2.0,False,True,False,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
FLVCR2,-0.37021187,-0.2352021659387726,-0.0392806349893102,150.0,461.0,2.0,False,False,True,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
UBIAD1,-0.36993012,0.6989180504211007,0.1198076541377186,89.0,440.0,2.0,False,True,False,False,True,novel,,0.2431,,activation,Stim8hr,T-cell-specific(measured),True,True
MCFD2,-0.36978146,,,244.0,208.0,2.0,False,False,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
TIA1,-0.36899474,0.5321862227363556,0.1876390806608427,227.0,1148.0,2.0,False,True,False,False,True,novel,,,,activation,Stim8hr,no-K562-data,True,False
SIRT4,-0.36810076,,0.0538319592618996,0.0,1690.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
LRP2BP,-0.3675621,0.0099307883133082,-0.0399758690054805,1731.0,2717.0,2.0,False,False,False,True,False,novel,hub/broad-effect,,,activation,Stim8hr,no-K562-data,False,False
METTL2A,-0.36681637,,,8.0,224.0,1.0,True,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
EML2,-0.36481586,-0.122376942185316,0.0661268437826191,342.0,357.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
GZMB,-0.364757,,,495.0,421.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
NKAPD1,-0.36341074,0.3324213681596439,0.1897082593409976,604.0,461.0,2.0,False,True,False,False,False,authors-nominated,,0.5569,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
CRTAP,-0.36292738,0.0562282833506218,0.0455802350473524,160.0,433.0,2.0,False,True,False,False,False,novel,,0.272,,activation,Stim8hr,T-cell-specific(measured),True,True
ZFPM1,-0.36103883,,,3512.0,239.0,2.0,False,False,True,False,False,novel,hub/broad-effect,,,activation,Stim8hr,no-K562-data,False,False
MOSPD2,-0.3610311,-0.0927818643603285,0.0168550358692227,1755.0,1635.0,2.0,False,True,False,True,False,novel,hub/broad-effect,,,activation,Stim8hr,no-K562-data,False,False
NFKBIL1,-0.35960746,0.1973138194390301,0.0696642670318319,953.0,1818.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MFGE8,-0.35722885,,0.1222642461284856,1.0,843.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
RAB19,-0.35638726,-0.0546868313648409,0.0372388490778033,286.0,381.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MMP25,-0.35589102,,,0.0,480.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ZSCAN23,-0.35580802,-0.2160527092984813,0.0388161708974887,77.0,863.0,2.0,False,False,False,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
SLC17A5,-0.35576504,-0.102127776696538,0.0041196534530871,266.0,428.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ITM2A,-0.35401222,-0.0839958744465452,-0.0161078109969485,77.0,469.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MED12,-0.35355136,0.7802520572736261,0.5763389399862355,4141.0,219.0,2.0,False,True,False,False,True,novel,hub/broad-effect,0.6052,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
SYK,-0.35335213,0.0114673288965262,0.0927244633846016,827.0,1055.0,2.0,False,False,False,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
DCAF11,-0.35229677,-0.400234439165186,-0.028467936631707,136.0,538.0,2.0,False,True,False,False,False,novel,,0.4417,,activation,Stim8hr,T-cell-specific(measured),True,True
GPATCH3,-0.35039666,,,17.0,544.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
OSBP2,-0.3494313,1.0,0.1243817276031434,14.0,801.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
SPATA33,-0.34825447,,,163.0,325.0,2.0,False,True,False,True,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
PRPSAP1,-0.34527624,0.9822351795024078,0.0208622013873651,9.0,1224.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ACO2,-0.34428447,,,59.0,172.0,1.0,True,False,False,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
KPNA4,-0.34356454,0.3174004010471967,0.1579463686146391,70.0,669.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
NKX2-5,-0.3435546,,,3.0,1314.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
SUPT20H,-0.34296367,0.7903405497985989,0.4575922318258794,3947.0,934.0,2.0,False,True,False,False,True,novel,hub/broad-effect,0.5105,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
SOS2,-0.34252268,-0.3177952344642775,-0.1088079613547354,326.0,627.0,1.0,True,True,True,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ANKRD61,-0.34224868,-0.2210472882874788,0.0197726412829273,81.0,919.0,1.0,True,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
TMED9,-0.3412537,,,2576.0,229.0,2.0,False,True,False,False,False,novel,hub/broad-effect,0.4706,,activation,Stim8hr,T-cell-specific(measured),False,False
CSH1,-0.3409242,0.2323208500326107,0.0379995918540315,65.0,630.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
COG6,-0.34013394,0.206665560127699,0.1183090391978819,1161.0,159.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
SENP5,-0.34002423,0.1539318533636813,0.1231150937126903,5171.0,2188.0,2.0,False,True,False,False,False,novel,hub/broad-effect,0.5623,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
CEP170,-0.33919373,1.0,0.0852822226874721,7.0,622.0,2.0,False,True,False,True,False,novel,,0.1415,,activation,Stim8hr,T-cell-specific(measured),True,True
SPTBN1,-0.33823705,-0.3093162904968509,0.0118351428104429,880.0,593.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CREBBP,-0.3376774,0.7772179692119202,0.4581036596579838,2968.0,1150.0,2.0,False,True,False,False,True,authors-nominated,hub/broad-effect,0.6671,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
PEX5,-0.33761078,0.5758597905053958,0.2134306877875353,164.0,880.0,2.0,False,True,False,False,True,novel,,,,activation,Stim8hr,no-K562-data,True,False
PPDPF,-0.33748406,-0.1932993149029109,0.0085033856092742,1141.0,1143.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ATP6V0E1,-0.33740267,0.5880899449657558,0.0582049869820148,10.0,477.0,2.0,False,True,False,False,False,novel,,0.1508,,activation,Stim8hr,T-cell-specific(measured),True,True
DNAJC8,-0.33694473,0.6501850138717836,0.2896994524327856,1172.0,477.0,2.0,False,True,False,True,False,novel,,0.5163,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
TMEM214,-0.33693367,,,648.0,442.0,2.0,False,True,False,False,False,novel,,0.5235,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
GPD1L,-0.33554864,0.3156634783029108,-0.0307373669345307,39.0,455.0,2.0,False,True,True,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
HEXD,-0.33416894,0.5144152350744039,0.117513781432019,354.0,921.0,2.0,False,True,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
SLC5A6,-0.33403808,-0.0477408374654491,0.0425193158408046,1271.0,532.0,2.0,False,True,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
DEFA6,-0.3331054,0.3082969953766596,0.127466320860331,485.0,1311.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
NFIX,-0.3328309,,0.067478278257716,38.0,402.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ALG8,-0.33264762,0.806493744708658,0.1836403345959663,549.0,711.0,2.0,False,True,False,False,True,novel,,,,activation,Stim8hr,no-K562-data,True,False
C1orf115,-0.33171183,-0.7807386723275229,-0.0379970462543581,43.0,537.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
SP8,-0.33133698,-0.0054476129544147,0.0374249807170141,24.0,611.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ABHD17A,-0.33066767,-0.1783892749542656,-0.0069809771647335,123.0,441.0,2.0,False,False,True,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ORAI2,-0.32911125,-0.0622694975706551,-0.0621493157790761,42.0,695.0,2.0,False,True,False,False,False,authors-nominated,,0.3173,,activation,Stim8hr,T-cell-specific(measured),True,True
AKR1A1,-0.3277618,-0.1001563673661479,0.0659025740386787,48.0,383.0,1.0,True,True,False,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
TBC1D31,-0.3273397,0.2334899935478694,-0.0123673491131521,67.0,487.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
RFT1,-0.32674512,0.6303378584794412,0.3644494963555632,427.0,96.0,2.0,False,True,False,False,True,novel,,0.551,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
PGBD2,-0.3264749,0.961588528847526,0.1472774599945421,34.0,709.0,2.0,False,True,False,False,True,authors-nominated,,0.0947,,activation,Stim8hr,T-cell-specific(measured),True,True
MAX,-0.32632512,0.768967764214673,0.1510538167434446,2222.0,1309.0,2.0,False,True,False,False,True,novel,hub/broad-effect,0.4731,,activation,Stim8hr,T-cell-specific(measured),False,False
MED19,-0.3263147,0.6491929962523375,0.3762275172143799,3868.0,977.0,2.0,False,True,False,True,False,novel,hub/broad-effect,0.4881,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
CRYZL1,-0.32628623,-0.3807803290126549,-0.0873417780875228,735.0,565.0,2.0,False,True,False,True,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
BOD1,-0.32563975,1.0,0.135476424985119,1.0,700.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MARK2,-0.3254673,0.2581290126051009,0.0430007157347447,65.0,403.0,2.0,False,True,True,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
NPHP4,-0.32409182,0.0325790810911465,-0.0004095611302166,176.0,783.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
FAM229A,-0.32355285,,0.0510498042585298,48.0,1154.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
AP1S2,-0.3233667,0.1384126737446301,0.0186564620730564,145.0,394.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
NBPF20,-0.32237577,,0.0625403602371395,3.0,752.0,1.0,True,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
MEMO1,-0.32224184,0.3353400844631739,0.3457265982746588,790.0,64.0,2.0,False,False,False,False,False,authors-nominated,,,,activation,Stim8hr,no-K562-data,True,False
CACNB1,-0.3217549,-0.871400132614331,0.020573418246165,6.0,362.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
PAK1,-0.32121986,-0.468688317973108,-0.0647272716245175,265.0,569.0,2.0,False,False,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
TESPA1,-0.32045856,-0.1563049269082088,0.0255559214643303,1974.0,1139.0,2.0,False,True,True,False,False,novel,hub/broad-effect,,,activation,Stim8hr,no-K562-data,False,False
RAVER1,-0.32009488,0.3459112082707116,0.1590285143641345,255.0,847.0,2.0,False,True,False,True,False,novel,,0.3771,,activation,Stim8hr,T-cell-specific(measured),True,True
EGR3,-0.3187374,-0.3980377321933371,0.0242407521261061,101.0,432.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
STX16,-0.31863102,-0.0243170085699303,0.0239341498766321,1144.0,805.0,2.0,False,True,False,False,False,novel,,0.4899,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
PPP1R15A,-0.31840137,0.1642996880422573,0.0775463685482193,26.0,245.0,2.0,False,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
CHD7,-0.31839833,0.0287618163516508,0.064566314694159,2277.0,569.0,2.0,False,True,True,False,False,novel,hub/broad-effect,,,activation,Stim8hr,no-K562-data,False,False
FAM220A,-0.3182163,0.3582723455859429,0.033492751117938,162.0,424.0,2.0,False,False,True,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
RPN1,-0.3167612,,,51.0,65.0,1.0,True,True,False,False,False,novel,,,,activation,Stim8hr,no-K562-data,True,False
ORAI1,-0.31671473,0.3268802636439272,0.2190058033721039,1249.0,333.0,2.0,False,True,False,False,False,novel,,0.4414,,activation,Stim8hr,T-cell-specific(measured),True,True
ALG3,-0.31647077,0.3193033377283606,0.1734409046454809,121.0,457.0,2.0,False,True,False,False,False,novel,,0.5126,cell-line-shared/generic,activation,Stim8hr,cell-line-shared/generic,False,False
